Duty cycle (%)	DMM VHigh (mV)	DMM IHigh (mA)	DMM VLow (mV)	DMM ILow (mA)	DMM POWER High (W)	DMM POWER Low (W)	DMM Efficiency (%)	TWIST Duty Cycle (%)	TWIST VHigh (mV)	TWIST VLow1 (mV)	TWIST VLow2 (mV)	TWIST IHigh (mA)	TWIST ILow1 (mA)	TWIST ILow2 (mA)	TWIST Power High (W)	TWIST Power Leg 1 (W)	TWIST Power Leg 2 (W)	TWIST Efficiency Leg 1 (%)	TWIST Efficiency Leg 2 (%)	Power High Absolute error (W)	Power Low1 Absolute error (W)	Power Low2 Absolute error (W)	Power High relative error (%)	Power Low1 relative error (%)	Power Low2 relative error (%)	Efficiency Absolute error leg 1 (%)	Efficiency Absolute error leg 2 (%)	Efficiency Relative error leg 1 (%)	Efficiency Relative error leg 2 (%)
30	24053	576	6667	1504	13.9	10.0	71.9	30.0	23701.0	5343.0	6418.0	564.0	1243.0	-73.0	13.4	6.6	-0.5	49.3	-3.7	0.5	3.4	10.5	4.0	34.0	105.0	-22.6	-75.6	-0.3	-1.1
30	24053	576	6668	1504	13.9	10.0	71.9	30.0	23364.0	5204.0	6464.0	342.0	1271.0	-41.0	8.0	6.6	-0.3	82.5	-3.8	5.9	3.4	10.3	42.0	34.0	103.0	10.6	-75.7	0.1	-1.1
30	24053	576	6667	1504	13.9	10.0	71.9	30.0	23431.0	5435.0	6418.0	480.0	1216.0	7.0	11.2	6.6	0.0	58.9	0.0	2.7	3.4	10.0	19.0	34.0	100.0	-13.0	-71.9	-0.2	-1.0
35	24051	651	7864	1504	15.7	11.8	75.2	35.0	23566.0	6634.0	7478.0	533.0	1211.0	-105.0	12.6	8.0	-0.8	63.5	-6.3	3.1	3.8	12.6	20.0	32.0	107.0	-11.7	-81.5	-0.2	-1.1
35	24051	651	7864	1504	15.7	11.8	75.2	35.0	23634.0	6680.0	7571.0	538.0	1271.0	-25.0	12.7	8.5	-0.2	66.9	-1.6	3.0	3.3	12.0	19.0	28.0	102.0	-8.3	-76.8	-0.1	-1.0
35	24051	651	7864	1504	15.7	11.8	75.2	35.0	23566.0	6449.0	7755.0	554.0	1319.0	-25.0	13.1	8.5	-0.2	64.9	-1.5	2.6	3.3	12.0	17.0	28.0	102.0	-10.3	-76.7	-0.1	-1.0
35	24051	651	7864	1504	15.7	11.8	75.2	35.0	23769.0	6542.0	7432.0	543.0	1227.0	-47.0	12.9	8.0	-0.3	62.0	-2.3	2.8	3.8	12.1	18.0	32.0	103.0	-13.2	-77.5	-0.2	-1.0
35	24051	651	7864	1504	15.7	11.8	75.2	35.0	23364.0	6542.0	7571.0	601.0	1249.0	-52.0	14.0	8.2	-0.4	58.6	-2.9	1.7	3.6	12.2	11.0	31.0	103.0	-16.6	-78.1	-0.2	-1.0
40	24053	726	9061	1504	17.5	13.6	77.7	40.0	23229.0	7556.0	8723.0	570.0	1227.0	-94.0	13.2	9.3	-0.8	70.5	-6.1	4.3	4.3	14.4	25.0	32.0	106.0	-7.2	-83.8	-0.1	-1.1
40	24053	726	9061	1504	17.5	13.6	77.7	40.0	23634.0	7787.0	8815.0	543.0	1233.0	-25.0	12.8	9.6	-0.2	75.0	-1.6	4.7	4.0	13.8	27.0	29.0	101.0	-2.7	-79.3	-0.0	-1.0
40	24053	726	9061	1504	17.5	13.6	77.7	40.0	23499.0	7695.0	8815.0	580.0	1325.0	12.0	13.6	10.2	0.1	75.0	0.7	3.9	3.4	13.5	22.0	25.0	99.0	-2.7	-77.0	-0.0	-1.0
40	24053	726	9061	1504	17.5	13.6	77.7	40.0	23769.0	7695.0	8769.0	649.0	1298.0	-36.0	15.4	10.0	-0.3	64.9	-1.9	2.1	3.6	13.9	12.0	26.0	102.0	-12.8	-79.6	-0.2	-1.0
40	24053	726	9062	1504	17.5	13.6	77.7	40.0	23769.0	7787.0	8723.0	633.0	1281.0	-105.0	15.0	10.0	-0.9	66.7	-6.0	2.5	3.6	14.5	14.0	26.0	107.0	-11.0	-83.7	-0.1	-1.1
45	24054	801	10260	1504	19.3	15.4	79.8	45.0	23634.0	8894.0	9967.0	681.0	1363.0	-73.0	16.1	12.1	-0.7	75.2	-4.3	3.2	3.3	16.1	17.0	21.0	105.0	-4.6	-84.1	-0.1	-1.1
45	24054	801	10260	1504	19.3	15.4	79.8	45.0	23701.0	8847.0	10013.0	707.0	1260.0	22.0	16.8	11.1	0.2	66.1	1.2	2.5	4.3	15.2	13.0	28.0	99.0	-13.7	-78.6	-0.2	-1.0
45	24054	801	10260	1504	19.3	15.4	79.8	45.0	23701.0	8986.0	9967.0	676.0	1271.0	-41.0	16.0	11.4	-0.4	71.2	-2.5	3.3	4.0	15.8	17.0	26.0	103.0	-8.6	-82.3	-0.1	-1.0
45	24054	801	10260	1504	19.3	15.4	79.8	45.0	23769.0	8755.0	10152.0	639.0	1281.0	-4.0	15.2	11.2	-0.0	73.7	-0.0	4.1	4.2	15.4	21.0	27.0	100.0	-6.1	-79.8	-0.1	-1.0
45	24054	801	10260	1504	19.3	15.4	79.8	45.0	23971.0	8847.0	10059.0	713.0	1303.0	-25.0	17.1	11.5	-0.3	67.3	-1.8	2.2	3.9	15.7	11.0	25.0	102.0	-12.5	-81.6	-0.2	-1.0
50	24048	875	11456	1504	21.0	17.2	81.9	50.0	23634.0	10231.0	11212.0	771.0	1260.0	12.0	18.2	12.9	0.1	70.9	0.5	2.8	4.3	17.1	13.0	25.0	99.0	-11.0	-81.4	-0.1	-1.0
50	24048	875	11456	1504	21.0	17.2	81.9	50.0	23634.0	10185.0	11119.0	707.0	1254.0	7.0	16.7	12.8	0.1	76.6	0.6	4.3	4.4	17.1	20.0	26.0	99.0	-5.3	-81.3	-0.1	-1.0
50	24048	875	11456	1504	21.0	17.2	81.9	50.0	23499.0	10093.0	11350.0	728.0	1281.0	-15.0	17.1	12.9	-0.2	75.4	-1.2	3.9	4.3	17.4	19.0	25.0	101.0	-6.5	-83.1	-0.1	-1.0
50	24048	875	11456	1504	21.0	17.2	81.9	50.0	23836.0	10093.0	10981.0	681.0	1314.0	-41.0	16.2	13.3	-0.5	82.1	-3.1	4.8	3.9	17.7	23.0	23.0	103.0	0.2	-85.0	0.0	-1.0
50	24048	875	11456	1504	21.0	17.2	81.9	50.0	23161.0	10231.0	11350.0	760.0	1265.0	-68.0	17.6	12.9	-0.8	73.3	-4.5	3.4	4.3	18.0	16.0	25.0	105.0	-8.6	-86.4	-0.1	-1.1
55	24048	949	12655	1504	22.8	19.0	83.3	55.00000000000001	23499.0	11246.0	12364.0	866.0	1352.0	44.0	20.4	15.2	0.5	74.5	2.5	2.4	3.8	18.5	11.0	20.0	97.0	-8.8	-80.8	-0.1	-1.0
55	24048	949	12656	1504	22.8	19.0	83.3	55.00000000000001	23904.0	11246.0	12548.0	797.0	1292.0	-68.0	19.1	14.5	-0.9	75.9	-4.7	3.7	4.5	19.9	16.0	24.0	105.0	-7.4	-88.0	-0.1	-1.1
55	24048	949	12655	1504	22.8	19.0	83.3	55.00000000000001	23701.0	11292.0	12410.0	935.0	1249.0	-73.0	22.2	14.1	-0.9	63.5	-4.1	0.6	4.9	19.9	3.0	26.0	105.0	-19.8	-87.4	-0.2	-1.0
55	24048	949	12655	1504	22.8	19.0	83.3	55.00000000000001	23701.0	11384.0	12548.0	744.0	1352.0	1.0	17.6	15.4	0.0	87.5	0.0	5.2	3.6	19.0	23.0	19.0	100.0	4.2	-83.3	0.1	-1.0
55	24048	949	12655	1504	22.8	19.0	83.3	55.00000000000001	23904.0	11338.0	12456.0	829.0	1303.0	-20.0	19.8	14.8	-0.2	74.7	-1.0	3.0	4.2	19.2	13.0	22.0	101.0	-8.6	-84.3	-0.1	-1.0
5	24057	238	593	2208	5.7	1.3	22.8	5.0	23701.0	-930.0	473.0	178.0	1249.0	-89.0	4.2	-1.2	-0.0	-28.6	-0.0	1.5	2.5	1.3	26.0	192.0	100.0	-51.4	-22.8	-2.3	-1.0
5	24057	238	592	2207	5.7	1.3	22.8	5.0	24039.0	-883.0	519.0	162.0	1173.0	-169.0	3.9	-1.0	-0.1	-25.6	-2.6	1.8	2.3	1.4	32.0	177.0	108.0	-48.4	-25.4	-2.1	-1.1
5	24057	238	593	2208	5.7	1.3	22.8	5.0	23701.0	-883.0	473.0	-12.0	1271.0	-190.0	-0.3	-1.1	-0.1	366.7	33.3	6.0	2.4	1.4	105.0	185.0	108.0	343.9	10.5	15.1	0.5
5	24057	238	593	2208	5.7	1.3	22.8	5.0	24039.0	-791.0	519.0	78.0	1216.0	-110.0	1.9	-1.0	-0.1	-52.6	-5.3	3.8	2.3	1.4	67.0	177.0	108.0	-75.4	-28.1	-3.3	-1.2
5	24057	238	593	2208	5.7	1.3	22.8	5.0	24039.0	-791.0	427.0	221.0	1260.0	-270.0	5.3	-1.0	-0.1	-18.9	-1.9	0.4	2.3	1.4	7.0	177.0	108.0	-41.7	-24.7	-1.8	-1.1
10	24052	370	1762	2507	8.9	4.4	49.4	10.0	23769.0	270.0	1579.0	221.0	2113.0	-148.0	5.3	0.6	-0.2	11.3	-3.8	3.6	3.8	4.6	40.0	86.0	105.0	-38.1	-53.2	-0.8	-1.1
10	24052	370	1762	2507	8.9	4.4	49.4	10.0	23769.0	270.0	1533.0	295.0	2172.0	-153.0	7.0	0.6	-0.2	8.6	-2.9	1.9	3.8	4.6	21.0	86.0	105.0	-40.8	-52.3	-0.8	-1.1
10	24052	370	1761	2507	8.9	4.4	49.4	10.0	23701.0	270.0	1625.0	194.0	2221.0	-243.0	4.6	0.6	-0.4	13.0	-8.7	4.3	3.8	4.8	48.0	86.0	109.0	-36.4	-58.1	-0.7	-1.2
10	24052	370	1761	2507	8.9	4.4	49.4	10.0	23769.0	362.0	1487.0	268.0	2254.0	-169.0	6.4	0.8	-0.3	12.5	-4.7	2.5	3.6	4.7	28.0	82.0	107.0	-36.9	-54.1	-0.7	-1.1
10	24052	370	1761	2507	8.9	4.4	49.4	10.0	23836.0	223.0	1625.0	226.0	2151.0	-233.0	5.4	0.5	-0.4	9.3	-7.4	3.5	3.9	4.8	39.0	89.0	109.0	-40.1	-56.8	-0.8	-1.1
15	24054	492	2960	2507	11.8	7.4	62.7	15.0	23701.0	1653.0	2731.0	416.0	2259.0	-169.0	9.9	3.7	-0.5	37.4	-5.1	1.9	3.7	7.9	16.0	50.0	107.0	-25.3	-67.8	-0.4	-1.1
15	24054	492	2959	2507	11.8	7.4	62.7	15.0	23499.0	1791.0	2685.0	459.0	2276.0	-174.0	10.8	4.1	-0.5	38.0	-4.6	1.0	3.3	7.9	8.0	45.0	107.0	-24.7	-67.3	-0.4	-1.1
15	24054	492	2960	2507	11.8	7.4	62.7	15.0	23769.0	1699.0	2777.0	374.0	2265.0	-174.0	8.9	3.8	-0.5	42.7	-5.6	2.9	3.6	7.9	25.0	49.0	107.0	-20.0	-68.3	-0.3	-1.1
15	24054	492	2959	2507	11.8	7.4	62.7	15.0	23701.0	1791.0	2731.0	406.0	2216.0	-211.0	9.6	4.0	-0.6	41.7	-6.2	2.2	3.4	8.0	19.0	46.0	108.0	-21.0	-68.9	-0.3	-1.1
15	24054	492	2959	2507	11.8	7.4	62.7	15.0	23566.0	1699.0	2731.0	416.0	2238.0	-148.0	9.8	3.8	-0.4	38.8	-4.1	2.0	3.6	7.8	17.0	49.0	105.0	-23.9	-66.8	-0.4	-1.1
20	24054	615	4156	2507	14.8	10.4	70.3	20.0	23904.0	2714.0	4068.0	580.0	2232.0	-148.0	13.9	6.1	-0.6	43.9	-4.3	0.9	4.3	11.0	6.0	41.0	106.0	-26.4	-74.6	-0.4	-1.1
20	24054	615	4156	2507	14.8	10.4	70.3	20.0	23364.0	3037.0	4160.0	506.0	2183.0	-174.0	11.8	6.6	-0.7	55.9	-5.9	3.0	3.8	11.1	20.0	37.0	107.0	-14.4	-76.2	-0.2	-1.1
20	24055	616	4156	2507	14.8	10.4	70.3	20.0	23701.0	2806.0	3976.0	533.0	2259.0	-137.0	12.6	6.3	-0.5	50.0	-4.0	2.2	4.1	10.9	15.0	39.0	105.0	-20.3	-74.3	-0.3	-1.1
20	24055	616	4156	2507	14.8	10.4	70.3	20.0	23634.0	2852.0	3976.0	522.0	2189.0	-105.0	12.3	6.2	-0.4	50.4	-3.3	2.5	4.2	10.8	17.0	40.0	104.0	-19.9	-73.6	-0.3	-1.0
20	24055	615	4156	2507	14.8	10.4	70.3	20.0	23701.0	2760.0	3976.0	448.0	2216.0	-116.0	10.6	6.1	-0.5	57.5	-4.7	4.2	4.3	10.9	28.0	41.0	105.0	-12.8	-75.0	-0.2	-1.1
25	24054	740	5354	2507	17.8	13.4	75.3	25.0	23701.0	3775.0	5312.0	512.0	2210.0	-78.0	12.1	8.3	-0.4	68.6	-3.3	5.7	5.1	13.8	32.0	38.0	103.0	-6.7	-78.6	-0.1	-1.0
25	24054	740	5354	2507	17.8	13.4	75.3	25.0	23566.0	4143.0	5220.0	623.0	2221.0	-63.0	14.7	9.2	-0.3	62.6	-2.0	3.1	4.2	13.7	17.0	31.0	102.0	-12.7	-77.3	-0.2	-1.0
25	24054	740	5353	2507	17.8	13.4	75.3	25.0	23566.0	4051.0	5036.0	660.0	2292.0	-121.0	15.6	9.3	-0.6	59.6	-3.8	2.2	4.1	14.0	12.0	31.0	104.0	-15.7	-79.1	-0.2	-1.1
25	24054	740	5353	2507	17.8	13.4	75.3	25.0	23566.0	4051.0	5174.0	639.0	2227.0	-211.0	15.1	9.0	-1.1	59.6	-7.3	2.7	4.4	14.5	15.0	33.0	108.0	-15.7	-82.6	-0.2	-1.1
25	24054	740	5354	2507	17.8	13.4	75.3	25.0	23499.0	4236.0	5082.0	612.0	2210.0	-47.0	14.4	9.4	-0.2	65.3	-1.4	3.4	4.0	13.6	19.0	30.0	101.0	-10.0	-76.7	-0.1	-1.0
30	24048	864	6548	2507	20.8	16.4	78.8	30.0	23499.0	5343.0	6418.0	781.0	2199.0	-73.0	18.4	11.7	-0.5	63.6	-2.7	2.4	4.7	16.9	12.0	29.0	103.0	-15.2	-81.5	-0.2	-1.0
30	24048	864	6548	2507	20.8	16.4	78.8	30.0	23566.0	5250.0	6372.0	818.0	2227.0	-174.0	19.3	11.7	-1.1	60.6	-5.7	1.5	4.7	17.5	7.0	29.0	107.0	-18.2	-84.5	-0.2	-1.1
30	24048	864	6548	2507	20.8	16.4	78.8	30.0	23431.0	5343.0	6418.0	718.0	2254.0	-110.0	16.8	12.0	-0.7	71.4	-4.2	4.0	4.4	17.1	19.0	27.0	104.0	-7.4	-83.0	-0.1	-1.1
30	24048	864	6548	2507	20.8	16.4	78.8	30.0	23836.0	5389.0	6464.0	781.0	2199.0	-110.0	18.6	11.9	-0.7	64.0	-3.8	2.2	4.5	17.1	11.0	27.0	104.0	-14.8	-82.6	-0.2	-1.0
30	24048	864	6548	2507	20.8	16.4	78.8	30.0	23634.0	5250.0	6510.0	744.0	2238.0	7.0	17.6	11.7	0.0	66.5	0.0	3.2	4.7	16.4	15.0	29.0	100.0	-12.3	-78.8	-0.2	-1.0
35	24051	989	7745	2507	23.8	19.4	81.5	35.0	23971.0	6449.0	7617.0	734.0	2232.0	-100.0	17.6	14.4	-0.8	81.8	-4.5	6.2	5.0	20.2	26.0	26.0	104.0	0.3	-86.0	0.0	-1.1
35	24051	989	7745	2507	23.8	19.4	81.5	35.0	23634.0	6403.0	7386.0	861.0	2232.0	-121.0	20.3	14.3	-0.9	70.4	-4.4	3.5	5.1	20.3	15.0	26.0	105.0	-11.1	-85.9	-0.1	-1.1
35	24051	989	7746	2507	23.8	19.4	81.5	35.0	23769.0	6542.0	7709.0	866.0	2259.0	-73.0	20.6	14.8	-0.6	71.8	-2.9	3.2	4.6	20.0	13.0	24.0	103.0	-9.7	-84.4	-0.1	-1.0
35	24051	989	7745	2507	23.8	19.4	81.5	35.0	23701.0	6495.0	7478.0	972.0	2232.0	-31.0	23.0	14.5	-0.2	63.0	-0.9	0.8	4.9	19.6	3.0	25.0	101.0	-18.5	-82.4	-0.2	-1.0
35	24051	989	7745	2507	23.8	19.4	81.5	35.0	23566.0	6634.0	7524.0	818.0	2210.0	-41.0	19.3	14.7	-0.3	76.2	-1.6	4.5	4.7	19.7	19.0	24.0	102.0	-5.3	-83.1	-0.1	-1.0
40	24051	1114	8941	2507	26.8	22.4	83.6	40.0	23566.0	7648.0	8861.0	982.0	2292.0	-52.0	23.1	17.5	-0.5	75.8	-2.2	3.7	4.9	22.9	14.0	22.0	102.0	-7.8	-85.8	-0.1	-1.0
40	24051	1114	8941	2507	26.8	22.4	83.6	40.0	23364.0	7556.0	8815.0	982.0	2194.0	-94.0	22.9	16.6	-0.8	72.5	-3.5	3.9	5.8	23.2	15.0	26.0	104.0	-11.1	-87.1	-0.1	-1.0
40	24051	1114	8941	2507	26.8	22.4	83.6	40.0	23634.0	7833.0	8861.0	1014.0	2330.0	-52.0	24.0	18.3	-0.5	76.2	-2.1	2.8	4.1	22.9	10.0	18.0	102.0	-7.4	-85.7	-0.1	-1.0
40	24051	1114	8941	2507	26.8	22.4	83.6	40.0	23634.0	7695.0	8907.0	961.0	2324.0	-84.0	22.7	17.9	-0.7	78.9	-3.1	4.1	4.5	23.1	15.0	20.0	103.0	-4.7	-86.7	-0.1	-1.0
40	24050	1114	8941	2507	26.8	22.4	83.6	40.0	23904.0	7602.0	8907.0	982.0	2373.0	-63.0	23.5	18.0	-0.6	76.6	-2.6	3.3	4.4	23.0	12.0	20.0	103.0	-7.0	-86.2	-0.1	-1.0
45	24052	1238	10139	2507	29.8	25.4	85.2	45.0	23431.0	8894.0	10105.0	1136.0	2281.0	-52.0	26.6	20.3	-0.5	76.3	-1.9	3.2	5.1	25.9	11.0	20.0	102.0	-8.9	-87.1	-0.1	-1.0
45	24052	1238	10139	2507	29.8	25.4	85.2	45.0	23634.0	8940.0	10013.0	1115.0	2346.0	-15.0	26.4	21.0	-0.2	79.5	-0.8	3.4	4.4	25.6	11.0	17.0	101.0	-5.7	-86.0	-0.1	-1.0
45	24052	1238	10139	2507	29.8	25.4	85.2	45.0	23431.0	8663.0	9921.0	1152.0	2248.0	-89.0	27.0	19.5	-0.9	72.2	-3.3	2.8	5.9	26.3	9.0	23.0	104.0	-13.0	-88.5	-0.2	-1.0
45	24052	1238	10139	2507	29.8	25.4	85.2	45.0	23836.0	8847.0	10059.0	1146.0	2292.0	-116.0	27.3	20.3	-1.2	74.4	-4.4	2.5	5.1	26.6	8.0	20.0	105.0	-10.8	-89.6	-0.1	-1.1
45	24052	1238	10139	2507	29.8	25.4	85.2	45.0	23634.0	8986.0	10059.0	1062.0	2270.0	-121.0	25.1	20.4	-1.2	81.3	-4.8	4.7	5.0	26.6	16.0	20.0	105.0	-3.9	-90.0	-0.0	-1.1
50	24053	1362	11337	2507	32.8	28.4	86.6	50.0	23566.0	10093.0	11166.0	1083.0	2314.0	-89.0	25.5	23.4	-1.0	91.8	-3.9	7.3	5.0	29.4	22.0	18.0	104.0	5.2	-90.5	0.1	-1.0
50	24054	1362	11337	2507	32.8	28.4	86.6	50.0	23499.0	9908.0	11119.0	1194.0	2270.0	17.0	28.1	22.5	0.2	80.1	0.7	4.7	5.9	28.2	14.0	21.0	99.0	-6.5	-85.9	-0.1	-1.0
50	24053	1362	11336	2507	32.8	28.4	86.6	50.0	23971.0	10047.0	10935.0	1215.0	2243.0	-63.0	29.1	22.5	-0.7	77.3	-2.4	3.7	5.9	29.1	11.0	21.0	102.0	-9.3	-89.0	-0.1	-1.0
50	24053	1362	11337	2507	32.8	28.4	86.6	50.0	23431.0	10277.0	11119.0	1236.0	2243.0	-15.0	29.0	23.1	-0.2	79.7	-0.7	3.8	5.3	28.6	12.0	19.0	101.0	-6.9	-87.3	-0.1	-1.0
50	24053	1362	11337	2507	32.8	28.4	86.6	50.0	23364.0	10093.0	11212.0	1242.0	2286.0	-31.0	29.0	23.1	-0.3	79.7	-1.0	3.8	5.3	28.7	12.0	19.0	101.0	-6.9	-87.6	-0.1	-1.0
55	24050	1487	12533	2507	35.8	31.4	87.7	55.00000000000001	23971.0	11384.0	12318.0	1242.0	2341.0	-148.0	29.8	26.6	-1.8	89.3	-6.0	6.0	4.8	33.2	17.0	15.0	106.0	1.6	-93.7	0.0	-1.1
55	24050	1487	12533	2507	35.8	31.4	87.7	55.00000000000001	23904.0	11153.0	12364.0	1474.0	2297.0	-100.0	35.2	25.6	-1.2	72.7	-3.4	0.6	5.8	32.6	2.0	18.0	104.0	-15.0	-91.1	-0.2	-1.0
55	24050	1487	12533	2507	35.8	31.4	87.7	55.00000000000001	23364.0	11384.0	12456.0	1437.0	2314.0	-9.0	33.6	26.3	-0.1	78.3	-0.3	2.2	5.1	31.5	6.0	16.0	100.0	-9.4	-88.0	-0.1	-1.0
55	24050	1487	12533	2507	35.8	31.4	87.7	55.00000000000001	23634.0	11107.0	12226.0	1247.0	2314.0	-68.0	29.5	25.7	-0.8	87.1	-2.7	6.3	5.7	32.2	18.0	18.0	103.0	-0.6	-90.4	-0.0	-1.0
55	24050	1487	12533	2507	35.8	31.4	87.7	55.00000000000001	23566.0	11292.0	12364.0	1342.0	2259.0	22.0	31.6	25.5	0.3	80.7	0.9	4.2	5.9	31.1	12.0	19.0	99.0	-7.0	-86.8	-0.1	-1.0
