Duty cycle (%)	DMM VHigh (mV)	DMM IHigh (mA)	DMM VLow (mV)	DMM ILow (mA)	DMM POWER High (W)	DMM POWER Low (W)	DMM Efficiency (%)	TWIST Duty Cycle (%)	TWIST VHigh (mV)	TWIST VLow1 (mV)	TWIST VLow2 (mV)	TWIST IHigh (mA)	TWIST ILow1 (mA)	TWIST ILow2 (mA)	TWIST Power High (W)	TWIST Power Leg 1 (W)	TWIST Power Leg 2 (W)	TWIST Efficiency Leg 1 (%)	TWIST Efficiency Leg 2 (%)	Power High Absolute error (W)	Power Low1 Absolute error (W)	Power Low2 Absolute error (W)	Power High relative error (%)	Power Low1 relative error (%)	Power Low2 relative error (%)	Efficiency Absolute error leg 1 (%)	Efficiency Absolute error leg 2 (%)	Efficiency Relative error leg 1 (%)	Efficiency Relative error leg 2 (%)
30	24048	1438	6352	4514	34.6	28.7	82.9	30.0	23431.0	5112.0	6372.0	1236.0	4226.0	-105.0	29.0	21.6	-0.7	74.5	-2.4	5.6	7.1	29.4	16.0	25.0	102.0	-8.4	-85.3	-0.1	-1.0
30	24048	1438	6352	4514	34.6	28.7	82.9	30.0	23431.0	5020.0	6372.0	1294.0	4242.0	-110.0	30.3	21.3	-0.7	70.3	-2.3	4.3	7.4	29.4	12.0	26.0	102.0	-12.6	-85.2	-0.2	-1.0
35	24050	1663	7546	4514	40.0	34.1	85.2	35.0	23364.0	6127.0	7617.0	1490.0	4280.0	-164.0	34.8	26.2	-1.2	75.3	-3.4	5.2	7.9	35.3	13.0	23.0	104.0	-9.9	-88.6	-0.1	-1.0
35	24050	1663	7546	4514	40.0	34.1	85.2	35.0	23364.0	6357.0	7571.0	1427.0	4209.0	-211.0	33.3	26.8	-1.6	80.5	-4.8	6.7	7.3	35.7	17.0	21.0	105.0	-4.7	-90.0	-0.1	-1.1
35	24050	1663	7546	4514	40.0	34.1	85.2	35.0	23701.0	6311.0	7663.0	1480.0	4139.0	-121.0	35.1	26.1	-0.9	74.4	-2.6	4.9	8.0	35.0	12.0	23.0	103.0	-10.8	-87.8	-0.1	-1.0
35	24050	1663	7546	4514	40.0	34.1	85.2	35.0	23431.0	6311.0	7755.0	1591.0	4302.0	-164.0	37.3	27.1	-1.3	72.7	-3.5	2.7	7.0	35.4	7.0	21.0	104.0	-12.5	-88.7	-0.1	-1.0
35	24050	1663	7546	4514	40.0	34.1	85.2	35.0	23431.0	6219.0	7478.0	1527.0	4182.0	-100.0	35.8	26.0	-0.7	72.6	-2.0	4.2	8.1	34.8	11.0	24.0	102.0	-12.6	-87.2	-0.1	-1.0
40	24053	1887	8740	4514	45.4	39.5	87.0	40.0	23431.0	7418.0	8677.0	1765.0	4367.0	-148.0	41.4	32.4	-1.3	78.3	-3.1	4.0	7.1	40.8	9.0	18.0	103.0	-8.7	-90.1	-0.1	-1.0
40	24053	1887	8740	4514	45.4	39.5	87.0	40.0	23769.0	7556.0	8815.0	1654.0	4177.0	1.0	39.3	31.6	0.0	80.4	0.0	6.1	7.9	39.5	13.0	20.0	100.0	-6.6	-87.0	-0.1	-1.0
40	24053	1887	8740	4514	45.4	39.5	87.0	40.0	23836.0	7418.0	8815.0	1744.0	4329.0	-158.0	41.6	32.1	-1.4	77.2	-3.4	3.8	7.4	40.9	8.0	19.0	104.0	-9.8	-90.4	-0.1	-1.0
40	24053	1887	8740	4514	45.4	39.5	87.0	40.0	23836.0	7602.0	8861.0	1734.0	4193.0	-158.0	41.3	31.9	-1.4	77.2	-3.4	4.1	7.6	40.9	9.0	19.0	104.0	-9.8	-90.4	-0.1	-1.0
40	24053	1887	8740	4514	45.4	39.5	87.0	40.0	23904.0	7418.0	8907.0	1654.0	4302.0	-179.0	39.5	31.9	-1.6	80.8	-4.1	5.9	7.6	41.1	13.0	19.0	104.0	-6.2	-91.1	-0.1	-1.0
45	24048	2111	9932	4514	50.8	44.8	88.2	45.0	23431.0	8617.0	10105.0	1913.0	4361.0	-110.0	44.8	37.6	-1.1	83.9	-2.5	6.0	7.2	45.9	12.0	16.0	102.0	-4.3	-90.7	-0.0	-1.0
45	24048	2111	9932	4514	50.8	44.8	88.2	45.0	23769.0	8755.0	10059.0	1972.0	4329.0	-137.0	46.9	37.9	-1.4	80.8	-3.0	3.9	6.9	46.2	8.0	15.0	103.0	-7.4	-91.2	-0.1	-1.0
45	24048	2111	9932	4514	50.8	44.8	88.2	45.0	23769.0	8894.0	9875.0	1972.0	4318.0	-148.0	46.9	38.4	-1.5	81.9	-3.2	3.9	6.4	46.3	8.0	14.0	103.0	-6.3	-91.4	-0.1	-1.0
45	24048	2111	9932	4514	50.8	44.8	88.2	45.0	23769.0	8755.0	10198.0	1834.0	4356.0	-94.0	43.6	38.1	-1.0	87.4	-2.3	7.2	6.7	45.8	14.0	15.0	102.0	-0.8	-90.5	-0.0	-1.0
45	24048	2111	9932	4514	50.8	44.8	88.2	45.0	23296.0	8617.0	10059.0	1998.0	4264.0	-105.0	46.5	36.7	-1.1	78.9	-2.4	4.3	8.1	45.9	8.0	18.0	102.0	-9.3	-90.6	-0.1	-1.0
50	24056	2334	11130	4514	56.1	50.2	89.5	50.0	23836.0	9908.0	11212.0	2167.0	4340.0	-84.0	51.7	43.0	-0.9	83.2	-1.7	4.4	7.2	51.1	8.0	14.0	102.0	-6.3	-91.2	-0.1	-1.0
50	24056	2334	11130	4514	56.1	50.2	89.5	50.0	23634.0	9862.0	11258.0	2173.0	4307.0	-148.0	51.4	42.5	-1.7	82.7	-3.3	4.7	7.7	51.9	8.0	15.0	103.0	-6.8	-92.8	-0.1	-1.0
50	24055	2334	11130	4514	56.1	50.2	89.5	50.0	23499.0	10000.0	11212.0	2183.0	4193.0	-63.0	51.3	41.9	-0.7	81.7	-1.4	4.8	8.3	50.9	9.0	17.0	101.0	-7.8	-90.9	-0.1	-1.0
50	24055	2334	11130	4514	56.1	50.2	89.5	50.0	23566.0	10000.0	11212.0	2167.0	4258.0	-137.0	51.1	42.6	-1.5	83.4	-2.9	5.0	7.6	51.7	9.0	15.0	103.0	-6.1	-92.4	-0.1	-1.0
50	24055	2335	11130	4514	56.2	50.2	89.3	50.0	23634.0	10047.0	11212.0	2183.0	4242.0	-9.0	51.6	42.6	-0.1	82.6	-0.2	4.6	7.6	50.3	8.0	15.0	100.0	-6.7	-89.5	-0.1	-1.0
55	24055	2558	12325	4514	61.5	55.6	90.4	55.00000000000001	23634.0	11061.0	12456.0	2300.0	4231.0	-132.0	54.4	46.8	-1.6	86.0	-2.9	7.1	8.8	57.2	12.0	16.0	103.0	-4.4	-93.3	-0.0	-1.0
55	24055	2558	12325	4514	61.5	55.6	90.4	55.00000000000001	23769.0	11107.0	12548.0	2358.0	4236.0	-57.0	56.0	47.0	-0.7	83.9	-1.2	5.5	8.6	56.3	9.0	15.0	101.0	-6.5	-91.6	-0.1	-1.0
55	24055	2558	12325	4514	61.5	55.6	90.4	55.00000000000001	23364.0	11107.0	12410.0	2315.0	4247.0	-164.0	54.1	47.2	-2.0	87.2	-3.7	7.4	8.4	57.6	12.0	15.0	104.0	-3.2	-94.1	-0.0	-1.0
55	24055	2558	12325	4514	61.5	55.6	90.4	55.00000000000001	23296.0	11107.0	12594.0	2421.0	4269.0	-211.0	56.4	47.4	-2.7	84.0	-4.8	5.1	8.2	58.3	8.0	15.0	105.0	-6.4	-95.2	-0.1	-1.1
55	24055	2558	12325	4514	61.5	55.6	90.4	55.00000000000001	23769.0	11015.0	12272.0	2501.0	4204.0	-84.0	59.4	46.3	-1.0	77.9	-1.7	2.1	9.3	56.6	3.0	17.0	102.0	-12.5	-92.1	-0.1	-1.0
5	24056	238	593	2181	5.7	1.3	22.8	5.0	23634.0	-976.0	473.0	62.0	1825.0	-217.0	1.5	-1.8	-0.1	-120.0	-6.7	4.2	3.1	1.4	74.0	238.0	108.0	-142.8	-29.5	-6.3	-1.3
5	24056	238	593	2182	5.7	1.3	22.8	5.0	23971.0	-791.0	473.0	120.0	1906.0	-142.0	2.9	-1.5	-0.1	-51.7	-3.4	2.8	2.8	1.4	49.0	215.0	108.0	-74.5	-26.2	-3.3	-1.1
5	24056	238	593	2183	5.7	1.3	22.8	5.0	24039.0	-699.0	380.0	168.0	1874.0	-201.0	4.0	-1.3	-0.1	-32.5	-2.5	1.7	2.6	1.4	30.0	200.0	108.0	-55.3	-25.3	-2.4	-1.1
5	24056	238	593	2184	5.7	1.3	22.8	5.0	23971.0	-1022.0	565.0	157.0	1819.0	-211.0	3.8	-1.9	-0.1	-50.0	-2.6	1.9	3.2	1.4	33.0	246.0	108.0	-72.8	-25.4	-3.2	-1.1
5	24056	238	593	2183	5.7	1.3	22.8	5.0	23836.0	-745.0	427.0	168.0	1803.0	-116.0	4.0	-1.3	-0.0	-32.5	-0.0	1.7	2.6	1.3	30.0	200.0	100.0	-55.3	-22.8	-2.4	-1.0
10	24052	624	1495	5427	15.0	8.1	54.0	10.0	23701.0	223.0	1348.0	570.0	5127.0	-280.0	13.5	1.1	-0.4	8.1	-3.0	1.5	7.0	8.5	10.0	86.0	105.0	-45.9	-57.0	-0.8	-1.1
10	24052	624	1495	5425	15.0	8.1	54.0	10.0	23566.0	270.0	1487.0	601.0	5106.0	-249.0	14.2	1.4	-0.4	9.9	-2.8	0.8	6.7	8.5	5.0	83.0	105.0	-44.1	-56.8	-0.8	-1.1
10	24052	624	1494	5424	15.0	8.1	54.0	10.0	23701.0	316.0	1394.0	538.0	5095.0	-355.0	12.8	1.6	-0.5	12.5	-3.9	2.2	6.5	8.6	15.0	80.0	106.0	-41.5	-57.9	-0.8	-1.1
10	24053	624	1494	5423	15.0	8.1	54.0	10.0	23566.0	270.0	1533.0	406.0	5149.0	-249.0	9.6	1.4	-0.4	14.6	-4.2	5.4	6.7	8.5	36.0	83.0	105.0	-39.4	-58.2	-0.7	-1.1
10	24052	624	1493	5422	15.0	8.1	54.0	10.0	23634.0	223.0	1394.0	538.0	5111.0	-318.0	12.7	1.1	-0.4	8.7	-3.1	2.3	7.0	8.5	15.0	86.0	105.0	-45.3	-57.1	-0.8	-1.1
15	24049	904	2680	5517	21.7	14.8	68.2	15.0	23836.0	1422.0	2685.0	713.0	5144.0	-201.0	17.0	7.3	-0.5	42.9	-2.9	4.7	7.5	15.3	22.0	51.0	103.0	-25.3	-71.1	-0.4	-1.0
15	24049	904	2680	5517	21.7	14.8	68.2	15.0	23499.0	1330.0	2731.0	850.0	5171.0	-275.0	20.0	6.9	-0.8	34.5	-4.0	1.7	7.9	15.6	8.0	53.0	105.0	-33.7	-72.2	-0.5	-1.1
15	24049	904	2680	5517	21.7	14.8	68.2	15.0	23769.0	1515.0	2685.0	866.0	5198.0	-243.0	20.6	7.9	-0.7	38.3	-3.4	1.1	6.9	15.5	5.0	47.0	105.0	-29.9	-71.6	-0.4	-1.0
15	24049	904	2680	5517	21.7	14.8	68.2	15.0	23431.0	1515.0	2915.0	808.0	5111.0	-179.0	18.9	7.7	-0.5	40.7	-2.6	2.8	7.1	15.3	13.0	48.0	103.0	-27.5	-70.8	-0.4	-1.0
15	24049	904	2680	5517	21.7	14.8	68.2	15.0	23769.0	1469.0	2915.0	797.0	5171.0	-217.0	18.9	7.6	-0.6	40.2	-3.2	2.8	7.2	15.4	13.0	49.0	104.0	-28.0	-71.4	-0.4	-1.0
20	24051	1177	3873	5517	28.3	21.4	75.6	20.0	23701.0	2437.0	3883.0	1130.0	5220.0	-249.0	26.8	12.7	-1.0	47.4	-3.7	1.5	8.7	22.4	5.0	41.0	105.0	-28.2	-79.3	-0.4	-1.0
20	24051	1177	3873	5517	28.3	21.4	75.6	20.0	23701.0	2575.0	4114.0	998.0	5171.0	-307.0	23.7	13.3	-1.3	56.1	-5.5	4.6	8.1	22.7	16.0	38.0	106.0	-19.5	-81.1	-0.3	-1.1
20	24051	1177	3873	5518	28.3	21.4	75.6	20.0	23499.0	2529.0	4068.0	1072.0	5084.0	-179.0	25.2	12.9	-0.7	51.2	-2.8	3.1	8.5	22.1	11.0	40.0	103.0	-24.4	-78.4	-0.3	-1.0
20	24051	1177	3872	5518	28.3	21.4	75.6	20.0	23499.0	2483.0	4068.0	982.0	5116.0	-211.0	23.1	12.7	-0.9	55.0	-3.9	5.2	8.7	22.3	18.0	41.0	104.0	-20.6	-79.5	-0.3	-1.1
20	24051	1177	3873	5518	28.3	21.4	75.6	20.0	23634.0	2529.0	4114.0	993.0	5231.0	-275.0	23.5	13.2	-1.1	56.2	-4.7	4.8	8.2	22.5	17.0	38.0	105.0	-19.4	-80.3	-0.3	-1.1
25	24049	1451	5066	5518	34.9	28.0	80.2	25.0	23634.0	3959.0	5174.0	1347.0	5236.0	-227.0	31.8	20.7	-1.2	65.1	-3.8	3.1	7.3	29.2	9.0	26.0	104.0	-15.1	-84.0	-0.2	-1.0
25	24049	1451	5066	5518	34.9	28.0	80.2	25.0	23634.0	3867.0	5220.0	1252.0	5279.0	-121.0	29.6	20.4	-0.6	68.9	-2.0	5.3	7.6	28.6	15.0	27.0	102.0	-11.3	-82.2	-0.1	-1.0
25	24048	1451	5065	5518	34.9	27.9	79.9	25.0	23364.0	3867.0	5220.0	1305.0	5209.0	-211.0	30.5	20.1	-1.1	65.9	-3.6	4.4	7.8	29.0	13.0	28.0	104.0	-14.0	-83.5	-0.2	-1.0
25	24048	1451	5065	5518	34.9	27.9	79.9	25.0	23499.0	3728.0	5036.0	1332.0	5307.0	-222.0	31.3	19.8	-1.1	63.3	-3.5	3.6	8.1	29.0	10.0	29.0	104.0	-16.6	-83.4	-0.2	-1.0
25	24048	1451	5065	5518	34.9	27.9	79.9	25.0	23904.0	3821.0	4943.0	1273.0	5252.0	-201.0	30.4	20.1	-1.0	66.1	-3.3	4.5	7.8	28.9	13.0	28.0	104.0	-13.8	-83.2	-0.2	-1.0
30	24049	1725	6257	5518	41.5	34.5	83.1	30.0	23431.0	5158.0	6188.0	1617.0	5247.0	-169.0	37.9	27.1	-1.0	71.5	-2.6	3.6	7.4	35.5	9.0	21.0	103.0	-11.6	-85.7	-0.1	-1.0
30	24049	1725	6257	5518	41.5	34.5	83.1	30.0	23499.0	5020.0	6418.0	1638.0	5236.0	-137.0	38.5	26.3	-0.9	68.3	-2.3	3.0	8.2	35.4	7.0	24.0	103.0	-14.8	-85.4	-0.2	-1.0
30	24049	1725	6257	5518	41.5	34.5	83.1	30.0	23296.0	5112.0	6280.0	1654.0	5252.0	-148.0	38.5	26.8	-0.9	69.6	-2.3	3.0	7.7	35.4	7.0	22.0	103.0	-13.5	-85.4	-0.2	-1.0
30	24049	1725	6257	5518	41.5	34.5	83.1	30.0	23971.0	5112.0	6280.0	1564.0	5285.0	-153.0	37.5	27.0	-1.0	72.0	-2.7	4.0	7.5	35.5	10.0	22.0	103.0	-11.1	-85.8	-0.1	-1.0
30	24049	1725	6257	5518	41.5	34.5	83.1	30.0	23634.0	4881.0	6280.0	1654.0	5258.0	-126.0	39.1	25.7	-0.8	65.7	-2.0	2.4	8.8	35.3	6.0	26.0	102.0	-17.4	-85.1	-0.2	-1.0
35	24047	1999	7448	5518	48.1	41.1	85.4	35.0	23431.0	6034.0	7571.0	1876.0	5225.0	-195.0	44.0	31.5	-1.5	71.6	-3.4	4.1	9.6	42.6	9.0	23.0	104.0	-13.8	-88.8	-0.2	-1.0
35	24047	1999	7448	5518	48.1	41.1	85.4	35.0	23904.0	6219.0	7432.0	1802.0	5220.0	-153.0	43.1	32.5	-1.1	75.4	-2.6	5.0	8.6	42.2	10.0	21.0	103.0	-10.0	-88.0	-0.1	-1.0
35	24047	1999	7448	5518	48.1	41.1	85.4	35.0	23161.0	6219.0	7571.0	1850.0	5220.0	-116.0	42.8	32.5	-0.9	75.9	-2.1	5.3	8.6	42.0	11.0	21.0	102.0	-9.5	-87.5	-0.1	-1.0
35	24047	1999	7448	5518	48.1	41.1	85.4	35.0	23701.0	6219.0	7340.0	1813.0	5198.0	-105.0	43.0	32.3	-0.8	75.1	-1.9	5.1	8.8	41.9	11.0	21.0	102.0	-10.3	-87.3	-0.1	-1.0
35	24047	1999	7448	5518	48.1	41.1	85.4	35.0	23296.0	6311.0	7340.0	1861.0	5285.0	-254.0	43.4	33.4	-1.9	77.0	-4.4	4.7	7.7	43.0	10.0	19.0	105.0	-8.4	-89.8	-0.1	-1.1
40	24054	2273	8641	5518	54.7	47.7	87.2	40.0	23431.0	7418.0	8677.0	2067.0	5220.0	-126.0	48.4	38.7	-1.1	80.0	-2.3	6.3	9.0	48.8	12.0	19.0	102.0	-7.2	-89.5	-0.1	-1.0
40	24054	2273	8641	5518	54.7	47.7	87.2	40.0	23364.0	7372.0	8815.0	2077.0	5296.0	-100.0	48.5	39.0	-0.9	80.4	-1.9	6.2	8.7	48.6	11.0	18.0	102.0	-6.8	-89.1	-0.1	-1.0
40	24054	2273	8641	5518	54.7	47.7	87.2	40.0	23364.0	7326.0	8861.0	2157.0	5274.0	-174.0	50.4	38.6	-1.5	76.6	-3.0	4.3	9.1	49.2	8.0	19.0	103.0	-10.6	-90.2	-0.1	-1.0
40	24054	2273	8641	5518	54.7	47.7	87.2	40.0	23296.0	7326.0	8677.0	2173.0	5279.0	-94.0	50.6	38.7	-0.8	76.5	-1.6	4.1	9.0	48.5	7.0	19.0	102.0	-10.7	-88.8	-0.1	-1.0
40	24054	2273	8641	5518	54.7	47.7	87.2	40.0	23431.0	7418.0	8815.0	2125.0	5274.0	-195.0	49.8	39.1	-1.7	78.5	-3.4	4.9	8.6	49.4	9.0	18.0	104.0	-8.7	-90.6	-0.1	-1.0
45	24057	2547	9835	5518	61.3	54.3	88.6	45.0	23431.0	8617.0	10059.0	2442.0	5236.0	-94.0	57.2	45.1	-0.9	78.8	-1.6	4.1	9.2	55.2	7.0	17.0	102.0	-9.8	-90.2	-0.1	-1.0
45	24057	2547	9835	5518	61.3	54.3	88.6	45.0	23769.0	8571.0	9783.0	2315.0	5220.0	-174.0	55.0	44.7	-1.7	81.3	-3.1	6.3	9.6	56.0	10.0	18.0	103.0	-7.3	-91.7	-0.1	-1.0
45	24057	2547	9835	5518	61.3	54.3	88.6	45.0	23364.0	8663.0	9875.0	2358.0	5269.0	-137.0	55.1	45.6	-1.4	82.8	-2.5	6.2	8.7	55.7	10.0	16.0	103.0	-5.8	-91.1	-0.1	-1.0
45	24057	2547	9835	5518	61.3	54.3	88.6	45.0	23769.0	8525.0	9783.0	2421.0	5269.0	-153.0	57.5	44.9	-1.5	78.1	-2.6	3.8	9.4	55.8	6.0	17.0	103.0	-10.5	-91.2	-0.1	-1.0
45	24057	2547	9835	5518	61.3	54.3	88.6	45.0	23836.0	8432.0	9967.0	2358.0	5214.0	-222.0	56.2	44.0	-2.2	78.3	-3.9	5.1	10.3	56.5	8.0	19.0	104.0	-10.3	-92.5	-0.1	-1.0
50	24052	2820	11026	5518	67.8	60.8	89.7	50.0	23769.0	9770.0	10981.0	2675.0	5393.0	-116.0	63.6	52.7	-1.3	82.9	-2.0	4.2	8.1	62.1	6.0	13.0	102.0	-6.8	-91.7	-0.1	-1.0
50	24053	2820	11026	5518	67.8	60.8	89.7	50.0	23634.0	9770.0	11027.0	2559.0	5269.0	-190.0	60.5	51.5	-2.1	85.1	-3.5	7.3	9.3	62.9	11.0	15.0	103.0	-4.6	-93.2	-0.1	-1.0
50	24053	2820	11026	5518	67.8	60.8	89.7	50.0	23701.0	9862.0	11212.0	2686.0	5279.0	-137.0	63.7	52.1	-1.5	81.8	-2.4	4.1	8.7	62.3	6.0	14.0	102.0	-7.9	-92.1	-0.1	-1.0
50	24053	2820	11026	5518	67.8	60.8	89.7	50.0	23566.0	9585.0	11212.0	2643.0	5236.0	-217.0	62.3	50.2	-2.4	80.6	-3.9	5.5	10.6	63.2	8.0	17.0	104.0	-9.1	-93.6	-0.1	-1.0
50	24053	2820	11026	5518	67.8	60.8	89.7	50.0	23431.0	9631.0	11212.0	2649.0	5269.0	-68.0	62.1	50.7	-0.8	81.6	-1.3	5.7	10.1	61.6	8.0	17.0	101.0	-8.1	-91.0	-0.1	-1.0
55	24056	3094	12221	5519	74.4	67.4	90.6	55.00000000000001	23836.0	10692.0	12594.0	2929.0	5301.0	-142.0	69.8	56.7	-1.8	81.2	-2.6	4.6	10.7	69.2	6.0	16.0	103.0	-9.4	-93.2	-0.1	-1.0
55	24056	3094	12221	5519	74.4	67.4	90.6	55.00000000000001	23431.0	10877.0	12456.0	2897.0	5317.0	-94.0	67.9	57.8	-1.2	85.1	-1.8	6.5	9.6	68.6	9.0	14.0	102.0	-5.5	-92.4	-0.1	-1.0
55	24056	3094	12221	5519	74.4	67.4	90.6	55.00000000000001	23566.0	10784.0	12502.0	2971.0	5290.0	-137.0	70.0	57.0	-1.7	81.4	-2.4	4.4	10.4	69.1	6.0	15.0	103.0	-9.2	-93.0	-0.1	-1.0
55	24056	3094	12221	5519	74.4	67.4	90.6	55.00000000000001	23769.0	11015.0	12318.0	2897.0	5279.0	-116.0	68.9	58.1	-1.4	84.3	-2.0	5.5	9.3	68.8	7.0	14.0	102.0	-6.3	-92.6	-0.1	-1.0
55	24056	3094	12221	5519	74.4	67.4	90.6	55.00000000000001	23769.0	11061.0	12410.0	2982.0	5269.0	-142.0	70.9	58.3	-1.8	82.2	-2.5	3.5	9.1	69.2	5.0	14.0	103.0	-8.4	-93.1	-0.1	-1.0
